# X , Y , E
40995
6252.51,0.843423,0.00479641
6309.35,0.808458,0.00472361
6366.45,0.772096,0.00464621
6423.81,0.724447,0.00451286
6481.42,0.68891,0.0044348
6539.29,0.656709,0.00438312
6597.41,0.640925,0.00437367
6655.8,0.625065,0.00438501
6714.44,0.615139,0.00437488
6773.34,0.612839,0.00443209
6832.49,0.6001,0.00441804
6891.9,0.593476,0.00446603
6951.57,0.582888,0.00444752
7011.5,0.5881,0.00452051
7071.68,0.583781,0.00455618
7132.13,0.578404,0.00455509
7192.82,0.572315,0.00459609
7253.78,0.594081,0.00472611
7314.99,0.606968,0.00479639
7376.46,0.637923,0.00496785
7438.19,0.670091,0.00510187
7500.17,0.715407,0.00535731
7562.42,0.755223,0.00556595
7624.91,0.806309,0.00580983
7687.67,0.845485,0.00603039
7750.68,0.89621,0.00632022
7813.95,0.92806,0.00651453
7877.48,0.956489,0.00676408
7941.27,0.963663,0.00688027
8005.31,0.959804,0.00691574
8069.61,0.920681,0.00678756
8134.16,0.866828,0.00657712
8198.98,0.821906,0.00644193
8264.05,0.769487,0.00627699
8329.38,0.720724,0.00612717
8394.96,0.660496,0.0059122
8460.8,0.632832,0.00589456
8526.9,0.578464,0.00578814
8593.26,0.552688,0.00568768
8659.87,0.527636,0.00568401
8726.75,0.510778,0.00569589
8793.87,0.494264,0.00571607
8861.26,0.495637,0.00581022
8928.9,0.490045,0.00579825
8996.8,0.492279,0.005921
9064.96,0.485313,0.00591916
9133.37,0.487482,0.00604299
9202.04,0.493206,0.00608572
9270.97,0.512435,0.00627878
9340.16,0.551956,0.00649384
9409.6,0.59606,0.00672789
9479.3,0.662707,0.0070891
9549.26,0.717205,0.00747944
9619.47,0.76345,0.00768704
9689.95,0.850678,0.00830756
9760.68,0.894894,0.0086772
9831.66,0.937301,0.00897595
9902.91,0.944604,0.00910953
9974.41,0.9378,0.00917304
10046.2,0.897557,0.00905526
10118.2,0.84564,0.00881396
10190.5,0.767984,0.00837377
10263,0.70432,0.0081576
10335.8,0.640014,0.00785376
10408.8,0.578029,0.00763083
10482.1,0.524303,0.00751681
10555.7,0.479894,0.00727337
10629.5,0.461337,0.00730158
10703.6,0.443225,0.00725365
10777.9,0.429753,0.00732242
10852.5,0.410458,0.00734808
10927.3,0.405203,0.0073342
11002.4,0.402109,0.00741636
11077.8,0.393433,0.0074291
11153.4,0.409943,0.00761056
11229.3,0.44518,0.00795674
11305.4,0.478745,0.00814934
11381.8,0.531825,0.00848014
11458.4,0.617279,0.0090385
11535.3,0.687035,0.00955726
11612.5,0.780719,0.0103143
11689.9,0.8582,0.0109646
11767.6,0.927837,0.0116999
11845.5,0.945248,0.0117999
11923.7,0.922387,0.0116655
12002.1,0.882265,0.0114967
12080.8,0.821175,0.0111948
12159.8,0.731072,0.0106844
12239,0.648667,0.0101101
12318.5,0.568181,0.00974128
12398.2,0.488258,0.00932586
12478.2,0.418115,0.00921986
12558.5,0.387722,0.00904346
12639,0.375547,0.00917691
12719.7,0.357509,0.00915692
12800.7,0.347985,0.00915368
12882,0.317046,0.00915412
12963.5,0.333192,0.00931922
13045.3,0.313323,0.00935344
13127.4,0.33251,0.00942621
13209.7,0.369589,0.00965796
13292.2,0.431748,0.01031
13375.1,0.505548,0.0107268
13458.1,0.58895,0.0113323
13541.5,0.69309,0.0122753
13625.1,0.78465,0.0130515
13708.9,0.898677,0.0146823
13793,0.919186,0.0145955
13877.4,0.912726,0.0146983
13962,0.871641,0.0145142
14046.9,0.778287,0.0137126
14132,0.686305,0.0129684
14217.4,0.614732,0.0127586
14303,0.494968,0.0119454
14388.9,0.395048,0.0114392
14475.1,0.336838,0.0112639
14561.5,0.306079,0.0112971
14648.2,0.273556,0.0115053
14735.1,0.270712,0.0117234
14822.3,0.260421,0.0117792
14909.8,0.248336,0.0115788
14997.5,0.227249,0.0116589
15085.4,0.234804,0.0116541
15173.6,0.312738,0.0122652
15262.1,0.341491,0.012548
15350.8,0.473021,0.0137456
15439.8,0.55891,0.0144284
